rec,card,map,tags,k,target,outcome,dwell,dwell_obj,dwell_s,gated,gated_obj,n_seg,theta_unit,theta_trial,head_src,head_frames,dist_m,occluded,blocker,walking,window_src
2026_08_16/s1,s1,v7,,13,网球R,hit,correct,球R,6.72,correct,球R,1,5.42,5.35,window,33,1.6,0.0,,0,schedule
2026_08_16/s1,s1,v7,,14,网球R,hit,correct,球R,6.34,correct,球R,2,5.42,5.2,window,34,1.6,0.0,,0,schedule
2026_08_16/s1,s1,v7,,15,网球L,hit,correct,球L,6.72,correct,球L,1,5.02,4.93,window,34,1.53,0.0,(unnamed),0,schedule
2026_08_16/s2,s2,v7,,1,网球M,hit,correct,球M,3.63,correct,球M,1,4.47,4.58,window,34,2.37,0.0,,0,schedule
2026_08_16/s2,s2,v7,,2,网球R,miss,none,,0.0,none,,0,2.54,2.59,window,34,2.44,0.0,,0,schedule
2026_08_16/s2,s2,v7,,3,网球M,hit,correct,球M,3.9,correct,球M,4,4.47,4.54,window,34,2.38,0.0,,0,schedule
2026_08_16/s2,s2,v7,,4,网球R,hit,correct,球R,5.74,correct,球R,2,2.54,2.6,window,33,2.43,0.0,,0,schedule
2026_08_16/s2,s2,v7,,5,网球L,hit,correct,球L,5.8,correct,球L,3,2.84,2.88,window,34,2.41,0.0,(unnamed),0,schedule
2026_08_16/s2,s2,v7,,6,网球R,hit,correct,球R,5.2,correct,球R,1,2.54,2.62,window,34,2.42,0.0,,0,schedule
2026_08_16/s2,s2,v7,,7,网球M,hit,correct,球M,1.57,correct,球M,3,4.47,4.48,window,33,2.41,0.0,,0,schedule
2026_08_16/s2,s2,v7,,8,网球L,hit,correct,球L,5.85,correct,球L,1,2.84,2.81,window,34,2.44,0.0,(unnamed),0,schedule
2026_08_16/s2,s2,v7,,9,网球R,hit,correct,球R,2.6,correct,球R,1,2.54,2.52,window,34,2.49,0.0,,0,schedule
2026_08_16/s2,s2,v7,,10,网球R,hit,correct,球R,4.5,correct,球R,2,2.54,2.45,window,34,2.47,0.0,,0,schedule
2026_08_16/s2,s2,v7,,11,网球M,hit,correct,球M,3.03,correct,球M,4,4.47,4.49,window,34,2.41,0.0,,0,schedule
2026_08_16/s2,s2,v7,,12,网球L,hit,correct,球L,5.97,correct,球L,3,2.84,2.86,window,34,2.43,0.0,(unnamed),0,schedule
2026_08_16/s2,s2,v7,,13,网球M,hit,correct,球M,2.17,correct,球M,2,4.47,4.42,window,34,2.41,0.0,,0,schedule
2026_08_16/s2,s2,v7,,14,网球L,hit,correct,球L,4.55,correct,球L,2,2.84,2.85,window,34,2.45,0.0,(unnamed),0,schedule
2026_08_16/s2,s2,v7,,15,网球L,hit,correct,球L,2.55,correct,球L,2,2.84,2.69,window,30,2.43,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,1,网球M,miss,none,,0.0,none,,0,3.2,3.18,window,31,3.28,0.0,,0,schedule
2026_08_16/s3,s3,v7,,2,网球L,miss,none,,0.0,none,,0,2.01,1.99,window,33,3.29,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,3,网球L,miss,none,,0.0,none,,0,2.01,1.98,window,34,3.3,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,4,网球M,hit,correct,球M,1.41,correct,球M,2,3.2,3.2,window,34,3.26,0.0,,0,schedule
2026_08_16/s3,s3,v7,,5,网球R,miss,none,,0.0,none,,0,1.52,1.52,window,34,3.32,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,6,网球R,miss,none,,0.0,none,,0,1.52,1.51,window,33,3.32,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,7,网球L,hit,correct,球L,0.65,none,,1,2.01,2.0,window,34,3.29,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,8,网球L,miss,none,,0.0,none,,0,2.01,2.0,window,34,3.3,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,9,网球M,hit,correct,球M,6.39,correct,球M,3,3.2,3.17,window,34,3.28,0.0,,0,schedule
2026_08_16/s3,s3,v7,,10,网球R,miss,none,,0.0,none,,0,1.52,1.52,window,34,3.33,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,11,网球L,hit,correct,球L,5.04,none,,2,2.01,1.98,window,33,3.29,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,12,网球M,miss,none,,0.0,none,,0,3.2,3.21,window,34,3.27,0.0,,0,schedule
2026_08_16/s3,s3,v7,,13,网球R,miss,none,,0.0,none,,0,1.52,1.52,window,34,3.32,0.0,(unnamed),0,schedule
2026_08_16/s3,s3,v7,,14,网球M,hit,correct,球M,1.03,correct,球M,2,3.2,3.2,window,34,3.27,0.0,,0,schedule
2026_08_16/s3,s3,v7,,15,网球R,miss,none,,0.0,none,,0,1.52,1.52,window,34,3.32,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,1,网球L,miss,none,,0.0,none,,0,1.7,1.71,window,32,3.74,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,2,网球L,miss,none,,0.0,none,,0,1.7,1.71,window,33,3.74,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,3,网球M,miss,none,,0.0,none,,0,2.82,2.78,window,31,3.76,0.0,,0,schedule
2026_08_16/s4,s4,v8,,4,网球R,miss,none,,0.0,none,,0,1.25,1.24,window,32,3.76,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,5,网球R,miss,none,,0.0,none,,0,1.25,1.25,window,34,3.77,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,6,网球M,miss,none,,0.0,none,,0,2.82,2.79,window,34,3.74,0.0,,0,schedule
2026_08_16/s4,s4,v8,,7,网球M,miss,none,,0.0,none,,0,2.82,2.8,window,33,3.75,0.0,,0,schedule
2026_08_16/s4,s4,v8,,8,网球L,hit,correct,球L,0.99,correct,球L,2,1.7,1.68,window,33,3.72,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,9,网球R,miss,none,,0.0,none,,0,1.25,1.3,window,32,3.74,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,10,网球M,miss,none,,0.0,none,,0,2.82,2.86,window,32,3.71,0.0,,0,schedule
2026_08_16/s4,s4,v8,,11,网球R,miss,none,,0.0,none,,0,1.25,1.29,window,32,3.74,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,12,网球R,miss,none,,0.0,none,,0,1.25,1.3,window,33,3.75,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,13,网球M,miss,none,,0.0,none,,0,2.82,2.85,window,33,3.71,0.0,,0,schedule
2026_08_16/s4,s4,v8,,14,网球L,miss,none,,0.0,none,,0,1.7,1.68,window,33,3.71,0.0,(unnamed),0,schedule
2026_08_16/s4,s4,v8,,15,网球L,hit,correct,球L,0.7,none,,1,1.7,1.68,window,34,3.71,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,1,网球L,hit,correct,球L,1.04,none,,1,0.57,0.56,window,31,4.27,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,2,网球M,miss,none,,0.0,none,,0,1.78,1.74,window,33,4.43,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,3,网球R,miss,none,,0.0,none,,0,1.86,1.85,window,25,4.56,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,4,网球R,miss,none,,0.0,none,,0,1.86,1.86,window,26,4.55,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,5,网球M,miss,none,,0.0,none,,0,1.78,1.76,window,32,4.41,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,6,网球R,miss,none,,0.0,none,,0,1.86,1.86,window,30,4.57,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,7,网球R,miss,none,,0.0,none,,0,1.86,1.85,window,34,4.58,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,8,网球M,miss,none,,0.0,none,,0,1.78,1.79,window,21,4.38,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,9,网球L,miss,none,,0.0,none,,0,0.57,0.54,window,29,4.27,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,10,网球M,miss,none,,0.0,none,,0,1.78,1.76,window,27,4.4,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,11,网球L,hit,correct,球L,4.77,correct,球L,3,0.57,0.53,window,25,4.27,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,12,网球M,hit,correct,球M,3.74,correct,球M,1,1.78,1.76,window,34,4.41,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,13,网球L,hit,correct,球L,2.22,correct,球L,4,0.57,0.57,window,28,4.28,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,14,网球R,miss,wrong,球M,0.32,wrong,球M,2,1.86,1.84,window,30,4.58,0.0,(unnamed),0,schedule
2026_08_16/s6,s6,v8,,15,网球L,hit,correct,球L,1.73,correct,球L,1,0.57,0.57,window,22,4.22,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,1,网球L,miss,none,,0.0,none,,0,2.59,2.55,window,34,2.92,0.0,,0,schedule
2026_08_18/000,s7,v8,,2,网球L,miss,none,,0.0,none,,0,2.59,2.63,window,34,2.91,0.0,,0,schedule
2026_08_18/000,s7,v8,,3,网球R,miss,wrong,球M,0.38,wrong,球M,1,2.19,2.22,window,34,3.47,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,4,网球R,miss,none,,0.0,none,,0,2.19,2.21,window,34,3.43,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,5,网球M,hit,correct,球M,1.68,correct,球M,2,2.19,2.2,window,34,3.19,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,6,网球L,hit,correct,球L,3.95,correct,球L,3,2.59,2.61,window,33,2.95,0.0,,0,schedule
2026_08_18/000,s7,v8,,7,网球M,hit,correct,球M,2.61,correct,球M,1,2.19,2.18,window,34,3.19,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,8,网球R,miss,wrong,球M,2.49,wrong,球M,4,2.19,2.18,window,34,3.39,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,9,网球R,miss,none,,0.0,none,,0,2.19,2.18,window,34,3.41,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,10,网球M,hit,correct,球M,5.47,correct,球M,3,2.19,2.26,window,34,3.19,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,11,网球L,hit,correct,球L,4.98,correct,球L,3,2.59,2.56,window,34,2.95,0.0,,0,schedule
2026_08_18/000,s7,v8,,12,网球M,hit,correct,球M,4.17,correct,球M,6,2.19,2.09,window,34,3.27,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,13,网球R,hit,correct,球R,3.42,correct,球R,5,2.19,2.24,window,33,3.5,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,14,网球M,hit,correct,球M,4.99,correct,球M,4,2.19,2.21,window,34,3.24,0.0,(unnamed),0,schedule
2026_08_18/000,s7,v8,,15,网球L,hit,correct,球L,5.65,correct,球L,2,2.59,2.5,window,34,3.0,0.0,,0,schedule
2026_08_20/000,c1,v9,,1,球R,miss,wrong,水瓶,2.27,none,,2,2.15,2.22,window,34,2.26,0.0,,0,schedule
2026_08_20/000,c1,v9,,2,香蕉,miss,wrong,球M,4.9,wrong,球M,3,0.4,0.26,window,33,2.47,0.38,水瓶/球M/苹果红,0,schedule
2026_08_20/000,c1,v9,,3,纸箱子,hit,correct,纸箱子,5.69,correct,纸箱子,3,23.97,24.37,window,34,3.19,0.0,(unnamed),0,schedule
2026_08_20/000,c1,v9,,4,苹果粉,hit,correct,苹果粉,1.16,correct,苹果粉,2,2.08,2.04,window,34,2.56,0.23,橘子/苹果红/球L,0,schedule
2026_08_20/000,c1,v9,,5,白杯1,hit,correct,白杯1,1.25,correct,白杯1,2,1.84,1.79,window,34,2.44,0.0,,0,schedule
2026_08_20/000,c1,v9,,6,水瓶,hit,correct,水瓶,0.97,correct,水瓶,3,0.4,0.38,window,32,2.35,0.0,(物品台/unnamed),0,schedule
2026_08_20/000,c1,v9,,7,红杯,hit,correct,红杯,1.54,wrong,球R,6,1.84,1.88,window,34,2.53,0.15,白杯1/白杯2,0,schedule
2026_08_20/000,c1,v9,,8,苹果红,miss,wrong,球L,2.06,wrong,球L,3,0.4,0.41,window,34,2.37,0.08,球L,0,schedule
2026_08_20/000,c1,v9,,9,球M,hit,correct,球M,1.62,correct,球M,5,1.82,1.8,window,32,2.29,0.0,,0,schedule
2026_08_20/000,c1,v9,,10,橘子,hit,correct,橘子,5.04,correct,橘子,1,0.4,0.42,window,34,2.49,0.62,苹果红,0,schedule
2026_08_20/000,c1,v9,,11,球L,hit,correct,球L,1.35,correct,球L,3,1.7,1.64,window,32,2.31,0.0,,0,schedule
2026_08_20/000,c1,v9,,12,白杯2,hit,correct,白杯2,2.55,correct,白杯2,5,2.01,1.98,window,34,2.38,0.0,,0,schedule
2026_08_20/001,c2,v9,,1,球R,hit,correct,球R,1.35,none,,1,1.28,1.66,window,34,2.73,0.0,,0,lcs_episode
2026_08_20/001,c2,v9,,2,球R,miss,none,,0.0,none,,0,1.28,1.33,window,28,3.17,0.0,,0,lcs_episode
2026_08_20/001,c2,v9,,3,苹果红,miss,none,,0.0,none,,0,0.13,0.14,no_window,1268,3.35,0.08,球L,0,none
2026_08_20/001,c2,v9,,4,球L,hit,correct,球L,1.68,correct,球L,2,1.03,1.07,window,25,3.16,0.0,,0,lcs_episode
2026_08_20/001,c2,v9,,5,苹果粉,hit,correct,苹果粉,2.01,correct,苹果粉,1,1.3,1.33,window,69,3.54,0.15,苹果红,0,lcs_episode
2026_08_20/001,c2,v9,,6,白杯1,miss,none,,0.0,none,,0,1.28,1.29,no_window,1268,3.36,0.08,球R,0,none
2026_08_20/001,c2,v9,,7,球M,hit,correct,球M,1.24,correct,球M,3,0.89,0.91,window,40,3.26,0.0,,0,lcs_episode
2026_08_20/001,c2,v9,,8,白杯1,miss,none,,0.0,none,,0,1.28,1.29,no_window,1268,3.36,0.08,球R,0,none
2026_08_20/001,c2,v9,,9,苹果粉,miss,none,,0.0,none,,0,1.3,1.23,window,26,3.61,0.23,苹果红/球L,0,lcs_episode
2026_08_20/001,c2,v9,,10,球R,miss,wrong,水瓶,1.57,correct,球R,2,1.28,1.3,window,31,3.26,0.0,,0,lcs_episode
2026_08_20/001,c2,v9,,11,球M,miss,wrong,水瓶,0.92,none,,2,0.89,0.92,window,67,3.23,0.0,,0,lcs_episode
2026_08_20/001,c2,v9,,12,白杯2,hit,correct,白杯2,3.95,correct,白杯2,2,1.15,1.16,window,55,3.34,0.0,,0,lcs_episode
2026_08_20/001,c2,v9,,13,白杯2,hit,correct,白杯2,3.95,correct,白杯2,2,1.15,1.16,window,55,3.34,0.0,,0,lcs_episode
2026_08_20/001,c2,v9,,14,球L,hit,correct,球L,0.92,correct,球L,2,1.03,1.01,window,44,3.24,0.0,,0,lcs_episode
2026_08_20/001,c2,v9,,15,苹果红,hit,correct,苹果红,1.04,correct,苹果红,1,0.13,0.12,window,15,3.39,0.08,球L,0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,1,球L,miss,none,,0.0,none,,0,0.84,0.84,no_window,1251,4.33,0.0,(unnamed/物品台),0,none
2026_08_20/002,c4,v9,beyond_occ,2,球R,miss,none,,0.0,none,,0,0.84,0.84,no_window,1251,4.63,0.0,(unnamed),0,none
2026_08_20/002,c4,v9,beyond_occ,3,球R,miss,none,,0.0,none,,0,0.84,0.84,no_window,1251,4.63,0.0,(unnamed),0,none
2026_08_20/002,c4,v9,beyond_occ,4,球M,miss,wrong,水瓶,2.17,none,,1,0.66,0.67,window,28,4.34,0.0,,0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,5,球M,miss,wrong,水瓶,2.17,none,,1,0.66,0.67,window,28,4.34,0.0,,0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,6,球L,miss,none,,0.0,none,,0,0.84,0.85,window,82,4.28,0.0,(unnamed),0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,7,球R,miss,none,,0.0,none,,0,0.84,0.84,no_window,1251,4.63,0.0,(unnamed),0,none
2026_08_20/002,c4,v9,beyond_occ,8,球L,miss,wrong,球M,3.47,none,,1,0.84,0.85,window,40,4.3,0.0,(unnamed),0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,9,球L,miss,wrong,球M,3.47,none,,1,0.84,0.85,window,40,4.3,0.0,(unnamed),0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,10,球M,miss,none,,0.0,none,,0,0.66,0.66,window,17,4.44,0.0,,0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,11,球L,miss,wrong,球M,7.31,none,,3,0.84,0.84,window,349,4.35,0.0,(unnamed/物品台),0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,12,球M,miss,none,,0.0,none,,0,0.66,0.64,window,33,4.52,0.0,,0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,13,球R,hit,correct,球R,1.74,correct,球R,1,0.84,0.85,window,23,4.68,0.0,(unnamed),0,lcs_episode
2026_08_20/002,c4,v9,beyond_occ,14,球M,miss,none,,0.0,none,,0,0.66,0.66,no_window,1251,4.46,0.0,,0,none
2026_08_20/002,c4,v9,beyond_occ,15,球R,miss,none,,0.0,none,,0,0.84,0.89,window,17,4.55,0.0,(unnamed),0,lcs_episode
2026_08_20/003,c4,v9,beyond_occ,1,球L,hit,correct,球L,0.27,none,,1,0.64,0.66,window,26,4.38,0.0,(物品台),0,lcs_episode
2026_08_20/003,c4,v9,beyond_occ,2,球R,miss,none,,0.0,none,,0,0.63,0.63,no_window,1256,4.77,0.23,球M,0,none
2026_08_20/003,c4,v9,beyond_occ,3,球R,miss,none,,0.0,none,,0,0.63,0.63,no_window,1256,4.77,0.23,球M,0,none
2026_08_20/003,c4,v9,beyond_occ,4,球M,miss,none,,0.0,none,,0,0.63,0.63,no_window,1256,4.6,0.46,球L,0,none
2026_08_20/003,c4,v9,beyond_occ,5,球M,miss,none,,0.0,none,,0,0.63,0.63,no_window,1256,4.6,0.46,球L,0,none
2026_08_20/003,c4,v9,beyond_occ,6,球L,miss,none,,0.0,none,,0,0.64,0.63,window,18,4.49,0.0,(物品台),0,lcs_episode
2026_08_20/003,c4,v9,beyond_occ,7,球R,miss,none,,0.0,none,,0,0.63,0.63,no_window,1256,4.77,0.23,球M,0,none
2026_08_20/003,c4,v9,beyond_occ,8,球L,miss,none,,0.0,none,,0,0.64,0.65,window,21,4.47,0.0,(物品台),0,lcs_episode
2026_08_20/003,c4,v9,beyond_occ,9,球L,miss,none,,0.0,none,,0,0.64,0.65,window,21,4.47,0.0,(物品台),0,lcs_episode
2026_08_20/003,c4,v9,beyond_occ,10,球M,miss,none,,0.0,none,,0,0.63,0.63,no_window,1256,4.6,0.46,球L,0,none
2026_08_20/003,c4,v9,beyond_occ,11,球L,miss,none,,0.0,none,,0,0.64,0.65,window,114,4.48,0.0,(物品台),0,lcs_episode
2026_08_20/003,c4,v9,beyond_occ,12,球M,miss,none,,0.0,none,,0,0.63,0.63,no_window,1256,4.6,0.46,球L,0,none
2026_08_20/003,c4,v9,beyond_occ,13,球R,miss,none,,0.0,none,,0,0.63,0.64,window,23,4.79,0.23,球M,0,lcs_episode
2026_08_20/003,c4,v9,beyond_occ,14,球M,miss,none,,0.0,none,,0,0.63,0.63,no_window,1256,4.6,0.46,球L,0,none
2026_08_20/003,c4,v9,beyond_occ,15,球R,hit,correct,球R,2.02,none,,1,0.63,0.64,window,22,4.8,0.23,球M,0,lcs_episode
2026_08_25/c1_1,c4,v9,beyond_occ,1,球L,miss,none,,0.0,none,,0,0.95,1.0,window,37,4.08,0.0,,0,lcs_episode
2026_08_25/c1_1,c4,v9,beyond_occ,2,球R,miss,none,,0.0,none,,0,0.89,0.9,no_window,1238,4.52,0.0,(unnamed),0,none
2026_08_25/c1_1,c4,v9,beyond_occ,3,球R,miss,none,,0.0,none,,0,0.89,0.9,no_window,1238,4.52,0.0,(unnamed),0,none
2026_08_25/c1_1,c4,v9,beyond_occ,4,球M,miss,none,,0.0,none,,0,0.68,0.68,no_window,1238,4.35,0.0,,0,none
2026_08_25/c1_1,c4,v9,beyond_occ,5,球M,miss,none,,0.0,none,,0,0.68,0.68,no_window,1238,4.35,0.0,,0,none
2026_08_25/c1_1,c4,v9,beyond_occ,6,球L,miss,none,,0.0,none,,0,0.95,0.93,window,65,4.18,0.0,,0,lcs_episode
2026_08_25/c1_1,c4,v9,beyond_occ,7,球R,miss,none,,0.0,none,,0,0.89,0.9,no_window,1238,4.52,0.0,(unnamed),0,none
2026_08_25/c1_1,c4,v9,beyond_occ,8,球L,miss,none,,0.0,none,,0,0.95,0.94,window,55,4.19,0.0,,0,lcs_episode
2026_08_25/c1_1,c4,v9,beyond_occ,9,球L,miss,none,,0.0,none,,0,0.95,0.93,window,87,4.21,0.0,,0,lcs_episode
2026_08_25/c1_1,c4,v9,beyond_occ,10,球M,miss,none,,0.0,none,,0,0.68,0.67,window,73,4.37,0.0,,0,lcs_episode
2026_08_25/c1_1,c4,v9,beyond_occ,11,球L,miss,none,,0.0,none,,0,0.95,0.91,window,143,4.23,0.0,,0,lcs_episode
2026_08_25/c1_1,c4,v9,beyond_occ,12,球M,miss,none,,0.0,none,,0,0.68,0.67,window,74,4.37,0.0,,0,lcs_episode
2026_08_25/c1_1,c4,v9,beyond_occ,13,球R,miss,none,,0.0,none,,0,0.89,0.9,no_window,1238,4.52,0.0,(unnamed),0,none
2026_08_25/c1_1,c4,v9,beyond_occ,14,球M,miss,none,,0.0,none,,0,0.68,0.68,window,61,4.36,0.0,,0,lcs_episode
2026_08_25/c1_1,c4,v9,beyond_occ,15,球R,miss,none,,0.0,none,,0,0.89,0.9,no_window,1238,4.52,0.0,(unnamed),0,none
2026_08_25/c1_2,c4,v9,,1,球L,miss,none,,0.0,none,,0,1.05,1.04,window,33,4.27,0.0,(unnamed),0,schedule
2026_08_25/c1_2,c4,v9,,2,球R,miss,none,,0.0,none,,0,0.82,0.81,window,34,4.56,0.0,(unnamed),0,schedule
2026_08_25/c1_2,c4,v9,,3,球R,miss,none,,0.0,none,,0,0.82,0.81,window,34,4.57,0.0,(unnamed),0,schedule
2026_08_25/c1_2,c4,v9,,4,球M,miss,wrong,水瓶,6.61,none,,1,0.66,0.66,window,34,4.4,0.0,,0,schedule
