rec,card,map,tags,k,target,outcome,dwell,dwell_obj,dwell_s,gated,gated_obj,n_seg,theta_unit,theta_trial,head_src,head_frames,dist_m,occluded,blocker,walking,window_src
2026_09_07/v6_mid,v6,v10,,12,苹果粉,hit,correct,苹果粉,5.59,correct,苹果粉,4,2.96,3.48,window,34,1.8,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,1,香蕉,miss,wrong,苹果粉,6.5,none,,1,2.96,2.93,window,34,1.43,0.23,苹果红/苹果粉,0,schedule
2026_09_07/v6_near,v6,v10,,2,白杯1,hit,correct,白杯1,6.82,correct,白杯1,1,3.98,3.94,window,33,1.32,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,3,网球R,hit,correct,球R,6.23,none,,1,4.6,4.59,window,34,1.34,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,4,白杯1,hit,correct,白杯1,4.66,correct,白杯1,1,3.98,3.87,window,34,1.34,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,5,苹果红,hit,correct,苹果红,3.25,correct,苹果红,1,2.96,3.0,window,33,1.28,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,6,网球M,hit,correct,球M,6.23,correct,球M,2,5.42,5.44,window,34,1.23,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,7,橘子,hit,correct,橘子,6.61,none,,1,3.98,4.17,window,34,1.38,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,8,苹果粉,hit,correct,苹果粉,6.34,correct,苹果粉,3,4.65,4.78,window,33,1.29,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,9,白杯2,hit,correct,白杯2,6.28,correct,白杯2,2,5.13,5.43,window,34,1.38,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,10,香蕉,miss,wrong,苹果粉,6.82,none,,1,2.96,3.28,window,33,1.36,0.15,苹果红,0,schedule
2026_09_07/v6_near,v6,v10,,11,网球L,hit,correct,球L,6.66,none,,1,6.41,6.89,window,34,1.1,0.0,,0,schedule
2026_09_07/v6_near,v6,v10,,12,苹果粉,hit,correct,苹果粉,6.23,correct,苹果粉,2,4.65,4.74,window,34,1.27,0.0,,0,schedule
2026_09_07/v6_move,v6,v10,walking,1,香蕉,miss,wrong,苹果红,1.3,correct,香蕉,5,4.0,6.04,window,7,1.17,0.0,(物品台),1,schedule
2026_09_07/v6_move,v6,v10,walking,2,白杯1,hit,correct,白杯1,3.85,correct,白杯1,3,4.68,5.94,window,34,1.05,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,3,网球R,hit,correct,球R,4.87,correct,球R,4,6.19,7.43,window,34,1.03,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,4,白杯1,hit,correct,白杯1,3.63,correct,白杯1,3,4.68,3.44,window,34,1.36,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,5,苹果红,hit,correct,苹果红,5.31,correct,苹果红,4,4.0,4.13,window,34,1.23,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,6,网球M,hit,correct,球M,3.41,correct,球M,4,7.11,4.81,window,34,1.35,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,7,橘子,hit,correct,橘子,5.2,correct,橘子,5,4.68,5.31,window,34,1.4,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,8,苹果粉,hit,correct,苹果粉,3.52,correct,苹果粉,6,5.58,4.6,window,32,1.25,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,9,白杯2,hit,correct,白杯2,4.22,correct,白杯2,4,6.68,5.56,window,34,1.33,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,10,香蕉,miss,wrong,苹果红,3.52,wrong,苹果红,8,4.0,4.87,window,33,1.25,0.08,苹果红,1,schedule
2026_09_07/v6_move,v6,v10,walking,11,网球L,hit,correct,球L,4.82,correct,球L,7,8.54,7.54,window,33,1.01,0.0,,1,schedule
2026_09_07/v6_move,v6,v10,walking,12,苹果粉,hit,correct,苹果粉,4.55,correct,苹果粉,4,5.58,6.84,window,23,0.99,0.0,,1,schedule
